Processor Manufacturer,Processor Series,Processor Model,RAM Type,RAM Memory,Internal Memory Type SSD,Internal Memory Type HDD,Graphics Card Manufacturer,Dedicated Graphics Memory,Graphics Card Model,manufacturer,org_price,store,Screen Resolution,Screen Type,Screen Size
Intel,Corei7,1165G7,DDR4,16,0,0,Nvidia,4,GeForceMX450,lenovo,33200000,digikala,,TN,
Intel,Corei5,1235U,DDR4,8,0,0,Intel,4,UHDGraphics,lenovo,23480000,digikala,,TN,
Intel,Corei7,1165G7,DDR4,8,0,0,Nvidia,4,GeForceMX450,lenovo,28900000,digikala,,TN,
Intel,Corei3,1215U,DDR4,8,0,0,Intel,4,UHDGraphics,lenovo,17600000,digikala,,TN,
Intel,Corei3,1215U,DDR4,12,0,0,Intel,4,UHDGraphics,lenovo,18500000,digikala,,TN,
Intel,Corei3,1115G4,DDR4,8,0,0,Intel,4,UHDGraphics,asus,18100000,digikala,,TN,
Intel,Corei3,1115G4,DDR4,4,0,0,Nvidia,4,GeForceMX350,lenovo,18200000,digikala,,TN,
Intel,Corei3,1115G4,DDR4,12,0,0,Intel,4,UHDGraphics,lenovo,16700000,digikala,,TN,
Intel,Corei7,1165G7,DDR4,8,0,0,Nvidia,4,GeForceMX450,lenovo,28900000,digikala,,TN,
AMD,Ryzen3,3250U,DDR4,4,0,0,AMD,4,RADEONVEGA3,hp,17280000,digikala,,TN,
Intel,Corei3,1115G4,DDR4,12,0,0,Nvidia,4,GeForceMX350,lenovo,20899000,digikala,,TN,
Intel,Corei7,1165G7,DDR4,16,0,0,Nvidia,4,GeForceMX450,lenovo,34500000,digikala,,TN,
AMD,ATHLON,Silver 3050e,DDR4,4,0,0,AMD,4,RadeonGraphics,lenovo,9750000,digikala,,TN,
Intel,Corei7,1165G7,DDR4,16,0,0,Nvidia,4,GeForceMX450,lenovo,34400000,digikala,,TN,
Intel,Corei7,1165G7,DDR4,8,0,0,Nvidia,4,GeForceMX4502GBGDDR6,lenovo,33640000,digikala,,TN,
Intel,Corei5,1135G7,DDR4,12,0,0,Nvidia,4,GeForceMX350,lenovo,25800000,digikala,,TN,
Intel,Corei3,1115G4,DDR4,12,0,0,Nvidia,4,GeForceMX350,lenovo,20899000,digikala,,TN,
Intel,Corei7,1165G7,DDR4,8,0,0,Nvidia,4,GeForceMX450,lenovo,33450000,digikala,,TN,
Intel,Corei3,1215U,DDR4,12,0,0,Intel,4,UHDGraphics,lenovo,20440000,digikala,,TN,
Intel,Corei7,1165G7,DDR4,16,0,0,Nvidia,4,GeforceMX450,lenovo,33470000,digikala,,TN,
Intel,Corei3,1115G4,DDR4,4,0,0,Intel,4,UHDGraphics,lenovo,14990000,digikala,,TN,
Intel,Corei7,1165G7,DDR4,12,0,0,Nvidia,4,GeForceMX450,lenovo,33500000,digikala,,TN,
Intel,Corei3,1215U,DDR4,12,0,0,Intel,4,UHDGraphics,lenovo,20100000,digikala,,TN,
Intel,Corei7,1165G7,DDR4,12,0,0,Nvidia,4,GeForceMX450,lenovo,33500000,digikala,,TN,
Intel,Corei3,1215U,DDR4,16,0,0,Intel,4,UHDGraphics,lenovo,20300000,digikala,,TN,
Intel,Corei3,1215U,DDR4,12,0,0,Intel,4,UHDGraphics,lenovo,21760000,digikala,,TN,
Intel,Corei3,1215U,DDR4,12,0,0,Intel,4,UHDGraphics,lenovo,20440000,digikala,,TN,
Intel,Corei3,I3 1115G4,DDR4,12,256,1024,Intel,4,Intel UHD Graphics,lenovo,18150000,meghdad,1080 * 1920 ,TN,15.6
Intel,Corei3,1115G4,DDR4,4,0,0,Intel,4,UHDGraphics,lenovo,15700000,digikala,,TN,
Intel,Celeron,N4120,DDR4,4,0,0,Intel,4,UHDGraphics600,hp,15840000,digikala,,TN,
Intel,Corei5,1135G7,DDR4,12,0,0,Nvidia,4,GeForceMX350,lenovo,26690000,digikala,,TN,
Intel,Corei3,1115G4,DDR4,20,0,0,Intel,4,UHDGraphics,lenovo,19370000,digikala,,TN,
Intel,Celeron,N4020,DDR4,4,0,0,Intel,4,UHDGraphics600,lenovo,12320000,digikala,,TN,
Intel,Corei3,1115G4,DDR4,16,0,0,Intel,4,UHDGraphics,asus,20000000,digikala,,TN,
Intel,Corei3,I3 1115G4,DDR4,20,256,1024,Intel,4,Intel UHD Graphics,lenovo,18990000,meghdad,1080 * 1920 ,TN,15.6
Intel,Corei3,1115G4,DDR4,8,0,0,Intel,4,UHDGraphics,lenovo,17600000,digikala,,TN,
Intel,Corei3,1215U,DDR4,12,0,0,Intel,4,UHDGraphics,lenovo,16780000,digikala,,TN,
AMD,Ryzen5,5500U,DDR4,8,0,0,AMD,4,RadeonGraphics,hp,21450000,digikala,,WLED Backlit,
Apple,M2,Apple M2 chip,Unified,24,0,0,Apple,4,10-core,apple,124034480,digikala,,WLED Backlit,
Intel,Corei7,1255U,DDR4,16,512,0,Intel,4,Intel Iris Xe Graphics,asus,32599000,meghdad,1200*1920,WUXGA,16
Intel,Corei5,1235U,DDR4,16,1024,0,Intel,4,Intel Iris Xe Graphics,asus,30189000,meghdad,1200*1920,WUXGA,16
Intel,Corei7,1255U,DDR4,8,512,0,Intel,4,Intel Iris Xe Graphics,asus,31684000,meghdad,1200*1920,WUXGA,16
Intel,Corei5,1235U,DDR4,16,512,0,Intel,4,Intel Iris Xe Graphics,asus,28814000,meghdad,1200*1920,WUXGA,16
Intel,Corei5,12500H,DDR4,8,0,0,Nvidia,4,GeforceGTX1650GDDR6,asus,38990000,digikala,,WV,
AMD,Ryzen7,5800H,DDR4,16,0,0,Nvidia,4,GEFORCEGTX1650,asus,36900000,digikala,,WV,
Intel,Corei7,12700H,DDR5,16,0,0,Nvidia,4,GEFORCERTX3070GDDR6,asus,94500000,digikala,,WV,
Intel,Corei7,12650H,DDR5,16,0,0,Nvidia,4,GeForceRTX3070GDDR6,asus,68460000,digikala,,WV,
Intel,Corei5,12500H,DDR5,8,512,0,Nvidia,4,Geforce GTX1650 GDDR6,asus,37269000,meghdad,1080 * 1920 ,WV,15.6
Intel,Corei5,12500H,DDR5,16,512,0,Nvidia,4,Geforce GTX1650 GDDR6,asus,42774000,meghdad,1080 * 1920 ,WV,15.6
Intel,Corei5,1135G7,DDR4,16,0,0,Nvidia,4,GeForceMX350GDDR5,asus,34500000,digikala,,WV,
Intel,Corei7,12650H,DDR5,32,2048,0,Nvidia,4,GeForce RTX 3050 Ti,asus,63799000,meghdad,1080 * 1920 ,WV,15.6
Intel,Corei7,12700H,DDR5,16,0,0,Nvidia,4,GEFORCERTX3070GDDR6,asus,94500000,digikala,,WV,
AMD,Ryzen7,6800H,DDR5,16,0,0,Nvidia,4,GeForceRTX3070Ti,asus,80999000,digikala,,WV,
AMD,Ryzen7,6800HS,DDR5,16,0,0,Nvidia,4,GeforceRTX3070Ti,asus,73935860,digikala,,WV,
AMD,Ryzen7,6800HS,DDR5,16,0,0,Nvidia,4,GeforceRTX3070Ti,asus,73935860,digikala,,WV,
AMD,Ryzen5,5600H,DDR4,8,0,0,Nvidia,4,GeForceGTX1650GDDR6,asus,32000000,digikala,,WV,
AMD,Ryzen7,5800H,DDR4,16,0,0,AMD,4,RadeonRXVega8,asus,33700000,digikala,,WV,
Intel,Corei7,1165G7,DDR4,24,1024,0,Nvidia,2,NVIDIA Geforce MX330,asus,36889000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,8,512,0,Nvidia,2,NVIDIA Geforce MX330,asus,26889000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,8,0,1024,Nvidia,2,NVIDIA Geforce MX450,lenovo,31550000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1255U,DDR4,32,1024,0,Nvidia,2,MX550 GDDR6 ,dell,44200000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,20,512,0,Intel,4,UHD,lenovo,17270000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,512,0,Intel,4,UHD,lenovo,15655000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,12,512,0,Nvidia,2,NVIDIA Geforce MX330,asus,27389000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,512,1024,Intel,4,UHD,lenovo,17451000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,24,1024,0,Nvidia,2,GeForce® MX330,asus,29889000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,0,1024,Intel,4,Intel® UHD Graphics,acer,15800000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,24,512,0,Nvidia,2,GeForce® MX330,asus,32549000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1155G7,DDR4,12,256,0,Nvidia,2,GeForce® MX330,asus,21784000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1255U,DDR4,8,1024,0,Nvidia,2,MX550 GDDR6 ,dell,40750000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,12,256,1024,Nvidia,2,NVIDIA Geforce MX330,asus,35594000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,12,512,0,Nvidia,2,GeForce® MX330,asus,27289000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,8,512,0,Nvidia,2,GeForce® MX330,asus,26699000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,12,512,0,Nvidia,2,GeForce® MX330,asus,31184000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,8,512,0,Nvidia,2,NVIDIA Geforce MX330,asus,33174000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,0,1024,Intel,4,Intel® UHD Graphics,acer,15300000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,4,0,1024,Intel,4,Intel® UHD Graphics,acer,14700000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,20,1024,0,Nvidia,2,GeForce® MX330,asus,30049000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,16,512,0,Nvidia,2,GeForce® MX330,asus,27764000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1255U,DDR4,16,512,0,Nvidia,2,MX550 GDDR6 ,dell,39600000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,20,512,0,Nvidia,2,NVIDIA Geforce MX330,asus,22884000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1255U,DDR4,16,1024,0,Nvidia,2,MX550 GDDR6 ,dell,41833000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,8,256,0,Nvidia,2,NVIDIA Geforce MX450,lenovo,31050000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,16,512,0,Nvidia,2,NVIDIA Geforce MX330,asus,35189000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,1024,0,Intel,4,Intel® HD Graphics,asus,17864000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1255U,DDR4,8,512,0,Nvidia,2,MX550 GDDR6 ,dell,38600000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,4,512,0,Nvidia,2,NVIDIA Geforce MX330,asus,20484000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,8,256,1024,Nvidia,2,NVIDIA Geforce MX450,lenovo,32550000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,16,1024,0,Nvidia,2,NVIDIA Geforce MX330,asus,29408000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,16,512,0,Nvidia,2,NVIDIA Geforce MX330,asus,27989000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,16,256,1024,Nvidia,2,NVIDIA Geforce MX450,lenovo,33550000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Ryzen7,5800H,DDR4,16,512,0,Nvidia,4,RTX 3050,asus,43649000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,512,0,Nvidia,2,NVIDIA Geforce MX330,asus,21399000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,256,1024,Intel,4,UHD,lenovo,16750000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,24,1024,0,Nvidia,2,GeForce® MX330,asus,34174000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,16,512,0,Nvidia,2,GeForce® MX330,asus,31689000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,12,512,0,Intel,4,UHD,lenovo,16950000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,8,512,0,Intel,4,UHD Graphics,asus,18199000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,12,256,0,Intel,4,UHD Graphics,asus,18089000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,12,1024,0,Intel,4,UHD Graphics,asus,20274000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,8,512,0,Intel,4,UHD,lenovo,16500000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,4,256,0,Intel,4,UHD,lenovo,15180000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,16,512,0,Nvidia,2,GeForce® MX330,asus,27774000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,4,256,0,Intel,4,UHD,lenovo,16070000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,512,1024,Nvidia,2,MX350,acer,20700000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,12,512,0,Intel,4,UHD,lenovo,17850000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,1024,0,Intel,4,UHD,lenovo,17300000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,4,256,0,Nvidia,2,NVIDIA Geforce MX350 GDDR5,lenovo,17640000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,1024,0,Nvidia,2,NVIDIA Geforce MX350 GDDR5,lenovo,20750000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,512,0,Nvidia,2,NVIDIA Geforce MX350 GDDR5,lenovo,18990000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,512,0,Nvidia,2,NVIDIA Geforce MX350 GDDR5,lenovo,19400000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,0,1024,Nvidia,2,NVIDIA Geforce MX350 GDDR5,lenovo,19290000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,4,0,1024,Nvidia,2,NVIDIA Geforce MX350 GDDR5,lenovo,18670000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,0,1024,Intel,4,UHD,lenovo,17000000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,4,512,0,Intel,4,Intel® UHD Graphics,asus,15474000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,8,256,0,Intel,4,UHD Graphics,asus,17441000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,4,256,0,Intel,4,UHD Graphics,asus,16749000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,256,1024,Nvidia,2,NVIDIA Geforce MX350 GDDR5,lenovo,20480000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,256,0,Nvidia,2,NVIDIA Geforce MX350 GDDR5,lenovo,18367000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,256,1024,Nvidia,2,NVIDIA Geforce MX350 GDDR5,lenovo,19970000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,512,1024,Nvidia,2,NVIDIA Geforce MX350 GDDR5,lenovo,21075000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,512,0,Intel,4,UHD,lenovo,16090000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,12,256,0,Intel,4,UHD,lenovo,17190000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,256,0,Intel,4,UHD,lenovo,15400000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,4,0,1024,Intel,4,UHD,lenovo,14890000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,20,1024,0,Intel,4,UHD,lenovo,18350000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,256,1024,Intel,4,UHD,lenovo,16290000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,4,256,0,Intel,4,UHD,lenovo,14450000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,8,512,0,Intel,4,UHD,lenovo,17300000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,8,256,0,Intel,4,UHD,lenovo,15650000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,128,1024,Intel,4,UHD,lenovo,16100000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,20,512,0,Intel,4,UHD,lenovo,17990000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,8,256,0,Intel,4,UHD,lenovo,17700000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,8,256,1024,Intel,4,UHD,lenovo,17175000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,0,1024,Intel,4,UHD,lenovo,15440000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,12,1024,0,Nvidia,2,GeForce® MX330,asus,32074000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,8,512,0,Nvidia,2,GeForce® MX330,asus,30699000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,12,1024,0,Nvidia,2,GeForce® MX330,asus,28064000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,12,512,0,Nvidia,2,GeForce® MX330,asus,27233000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,256,1024,Nvidia,2,MX350,acer,19700000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,16,1024,0,Nvidia,2,GeForce® MX330,asus,32649000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,16,1024,0,Nvidia,2,GeForce® MX330,asus,29274000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,12,256,1024,Intel,4,UHD,lenovo,19190000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,8,256,1024,Intel,4,UHD,lenovo,18630000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,12,256,1024,Intel,4,UHD,lenovo,17690000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1215U,DDR4,12,512,1024,Intel,4,UHD,lenovo,18400000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1155G7,DDR4,4,256,0,Nvidia,2,GeForce® MX330,asus,20499000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,128,1024,Nvidia,2,MX350,acer,19100000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,256,1024,Nvidia,2,MX350,acer,20100000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1235U,DDR4,16,512,0,Intel,4,INTEL IRIS,lenovo,25000000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,256,1024,Intel,4,Intel® UHD Graphics,asus,18179000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,12,512,0,Nvidia,2,NVIDIA GeForce MX350,lenovo,24300000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,4,256,0,Intel,4,Intel® UHD Graphics,asus,16074000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,256,0,Intel,4,Intel® UHD Graphics,asus,16689000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,16,256,0,Nvidia,2,NVIDIA GeForce MX350,lenovo,24330000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,256,1024,Intel,4,Intel® UHD Graphics,asus,17249000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1235U,DDR4,16,512,1024,Intel,4,INTEL IRIS,lenovo,26500000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1235U,DDR4,8,512,1024,Intel,4,INTEL IRIS,lenovo,25500000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,4,256,0,Intel,4,Intel® UHD Graphics,asus,15079000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,512,0,Intel,4,Intel® UHD Graphics,asus,17289000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,256,0,Intel,4,Intel® UHD Graphics,asus,15299000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,16,512,0,Nvidia,2,NVIDIA GeForce MX350,lenovo,25350000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,1024,0,Intel,4,Intel® UHD Graphics,asus,18789000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,8,256,0,Nvidia,2,NVIDIA GeForce MX350,lenovo,23320000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,20,512,0,Intel,4,Intel® UHD Graphics,asus,18574000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,1024,0,Intel,4,Intel® UHD Graphics,asus,19289000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,8,256,1024,Nvidia,2,NVIDIA Geforce MX450,lenovo,28550000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,8,512,0,Nvidia,2,GeForce® MX330,asus,26514000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,8,512,0,Nvidia,2,NVIDIA Geforce MX450,lenovo,31550000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,12,256,1024,Nvidia,2,NVIDIA Geforce MX330,asus,28523000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,8,256,1024,Nvidia,2,NVIDIA Geforce MX330,asus,28114000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,24,512,0,Nvidia,2,NVIDIA Geforce MX330,asus,35689000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1255U,DDR4,32,512,0,Nvidia,2,MX550 GDDR6 ,dell,42200000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,16,256,1024,Nvidia,2,NVIDIA Geforce MX330,asus,36199000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei7,1165G7,DDR4,12,512,0,Nvidia,2,NVIDIA Geforce MX330,asus,33379000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,12,512,1024,Nvidia,2,NVIDIA Geforce MX330,asus,29464000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,16,512,1024,Nvidia,2,NVIDIA Geforce MX450,lenovo,30050000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,8,128,1024,Intel,4,Intel® UHD Graphics,asus,16934000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,16,256,1024,Nvidia,2,NVIDIA Geforce MX450,lenovo,29550000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,12,512,0,Intel,4,Intel® UHD Graphics,asus,17723000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,8,256,0,Nvidia,2,NVIDIA Geforce MX450,lenovo,27075000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,8,0,1024,Nvidia,2,NVIDIA Geforce MX450,lenovo,27550000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei5,1135G7,DDR4,12,256,0,Nvidia,2,NVIDIA GeForce MX350,lenovo,23670000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,I3 1115G4,DDR4,20,1024,0,Intel,4,Intel® UHD Graphics,asus,20289000,meghdad,1080 * 1920 ,full hd,15.6
Intel,Corei3,1115G4,DDR4,12,0,0,Intel,4,UHDGraphics,lenovo,18850000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,8,0,0,Intel,4,UHDGraphics,lenovo,17800000,digikala,,lcd,
Intel,Pentium,Pentium Gold 6405U,DDR4,8,0,0,Nvidia,4,MX130,lenovo,20900000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,20,0,0,Intel,4,UHDGraphics,asus,19200000,digikala,,lcd,
Intel,Corei5,1135G7,DDR4,16,0,0,Nvidia,4,GeForceMX330,asus,30200000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,4,0,0,Intel,4,UHDGraphics,asus,15000000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,20,0,0,Intel,4,UHDGraphics,asus,20580000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,8,0,0,Intel,4,UHDGraphics,lenovo,19200000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,20,0,0,Intel,4,UHDGraphics,asus,19620000,digikala,,lcd,
Intel,Corei3,8130U,DDR4,4,0,0,AMD,4,M430,lenovo,21490000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,12,0,0,Intel,4,UHDGraphics,lenovo,18850000,digikala,,lcd,
Intel,Pentium,Pentium Gold 6405U,DDR4,8,0,0,Nvidia,4,MX130,lenovo,20900000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,4,0,0,Intel,4,UHDGraphics630,asus,16700000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,4,0,0,Intel,4,UHDGraphics,asus,17820000,digikala,,lcd,
